[16-52-11] [ENTRY]: [Nathan]
[16-52-11] [SYSTEM_IO]: System data pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: Suggestions pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: Exit conditions pared in IOUtil's static block
[16-52-11] [SYSTEM_IO]: DebugHashes pared in IOUtil's static block
[16-52-13] [LOGIN]: [AUTOCYPHER ATTEMPT]
[16-52-13] [JAVA ARGS]: [LOCATION] [La casa de Nathan]
[16-52-13] [LOGIN]: [AUTOCYPHER PASS, e5a50641-21d1-3654-b738-c0e4b2dc61b1]
[16-52-18] [CONSOLE_OUT]: [STRING] Opening widget: cyder.user.UserEditor
[16-52-18] [HANDLE]: PRIMARY HANDLE
[16-52-19] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-19] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-19] [SYSTEM_IO]: Userdata requested: Background
[16-52-19] [SYSTEM_IO]: Userdata requested: Background
[16-52-19] [SYSTEM_IO]: Userdata requested: Font
[16-52-19] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-19] [ACTION]: [Edit User] [NOTIFICATION] Loading fonts...
[16-52-19] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-19] [ACTION]: [Edit User] [NOTIFICATION] Fonts loaded
[16-52-19] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-19] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-19] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-19] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-20] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-20] [SYSTEM_IO]: Userdata requested: hourlychimes
[16-52-20] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-20] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-20] [SYSTEM_IO]: Userdata requested: hourlychimes
[16-52-20] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: fullscreen
[16-52-20] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-20] [SYSTEM_IO]: Userdata requested: hourlychimes
[16-52-20] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-20] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: fullscreen
[16-52-20] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-20] [SYSTEM_IO]: Userdata requested: hourlychimes
[16-52-20] [SYSTEM_IO]: Userdata requested: inputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: fullscreen
[16-52-20] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-20] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-20] [SYSTEM_IO]: Userdata requested: inputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-20] [SYSTEM_IO]: Userdata requested: inputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-20] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-20] [SYSTEM_IO]: Userdata requested: inputfill
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-52-20] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-20] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-52-20] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-52-20] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-52-20] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-20] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-20] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-21] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-21] [SYSTEM_IO]: Userdata requested: OutputBorder
[16-52-21] [SYSTEM_IO]: Userdata requested: InputBorder
[16-52-21] [SYSTEM_IO]: Userdata requested: FullScreen
[16-52-21] [SYSTEM_IO]: Userdata requested: FullScreen
[16-52-21] [SYSTEM_IO]: Userdata requested: ClockOnConsole
[16-52-21] [SYSTEM_IO]: Userdata requested: OutputFill
[16-52-21] [SYSTEM_IO]: Userdata requested: InputFill
[16-52-21] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-21] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-21] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-21] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-22] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-23] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-23] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-23] [SYSTEM_IO]: Userdata requested: Background
[16-52-23] [SYSTEM_IO]: Userdata requested: Background
[16-52-23] [SYSTEM_IO]: Userdata requested: Font
[16-52-23] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(20, 175, 50, 250)], hash = [1629623284], parentFrame = [Edit User], associated text = [<], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-23] [ACTION]: [Edit User] [NOTIFICATION] Loading fonts...
[16-52-23] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-26] [ACTION]: [Edit User] [NOTIFICATION] Fonts loaded
[16-52-27] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-27] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(20, 175, 50, 250)], hash = [1629623284], parentFrame = [Edit User], associated text = [<], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-28] [SYSTEM_IO]: Userdata requested: ffmpegpath
[16-52-28] [SYSTEM_IO]: Userdata requested: youtubedlpath
[16-52-28] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(20, 175, 50, 250)], hash = [1629623284], parentFrame = [Edit User], associated text = [<], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-29] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(20, 175, 50, 250)], hash = [1629623284], parentFrame = [Edit User], associated text = [<], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-29] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-29] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-29] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-30] [SYSTEM_IO]: Userdata requested: ffmpegpath
[16-52-30] [SYSTEM_IO]: Userdata requested: youtubedlpath
[16-52-30] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-30] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-34] [CLIENT]: compacttext
[16-52-34] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-34] [CONSOLE_OUT]: [STRING] Unknown command
[16-52-34] [ACTION]: Similar command to "compacttext" found with tol of 0.4827586, command = "computerproperties"
[16-52-39] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-39] [SYSTEM_IO]: Userdata requested: Foreground
[16-52-39] [SYSTEM_IO]: Userdata requested: Background
[16-52-39] [SYSTEM_IO]: Userdata requested: Background
[16-52-39] [SYSTEM_IO]: Userdata requested: Font
[16-52-39] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-39] [ACTION]: [Edit User] [NOTIFICATION] Loading fonts...
[16-52-40] [ACTION]: Component name = [cyder.ui.CyderButton], bounds = [(830, 175, 50, 250)], hash = [1411333547], parentFrame = [Edit User], associated text = [>], tooltip text = [No getTooltipText() method found], title = [No getTitle() method found]
[16-52-40] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-40] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-40] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-40] [SYSTEM_IO]: Userdata requested: debugwindows
[16-52-40] [SYSTEM_IO]: Userdata requested: intromusic
[16-52-41] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-41] [SYSTEM_IO]: Userdata requested: outputborder
[16-52-41] [SYSTEM_IO]: Userdata requested: randombackground
[16-52-41] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-41] [SYSTEM_IO]: Userdata requested: hourlychimes
[16-52-41] [SYSTEM_IO]: Userdata requested: inputborder
[16-52-41] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-41] [SYSTEM_IO]: Userdata requested: fullscreen
[16-52-41] [SYSTEM_IO]: Userdata requested: silenceerrors
[16-52-41] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-41] [SYSTEM_IO]: Userdata requested: inputfill
[16-52-41] [SYSTEM_IO]: Userdata requested: outputfill
[16-52-41] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-41] [SYSTEM_IO]: Userdata requested: clockonconsole
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeonclose
[16-52-41] [SYSTEM_IO]: Userdata requested: filterchat
[16-52-41] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: persistentnotifications
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: compacttextmode
[16-52-41] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-41] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: minimizeanimation
[16-52-42] [SYSTEM_IO]: Userdata requested: closeanimation
